"","local_cloaking_0_15","local_cloaking_1_15","local_cloaking_2_15","local_cloaking_3_15","local_cloaking_4_15","local_cloaking_5_15","local_cloaking_6_15","local_cloaking_7_15","local_cloaking_8_15","local_cloaking_9_15","local_cloaking_10_15","local_cloaking_11_15","local_cloaking_12_15","local_cloaking_13_15","local_cloaking_14_15","local_cloaking_15_15","local_cloaking_16_15","local_cloaking_17_15","local_cloaking_18_15","local_cloaking_19_15","local_cloaking_20_15","local_cloaking_21_15","local_cloaking_22_15","local_cloaking_23_15","local_cloaking_24_15"
"754",246,0,261,29,36,8,34,110,107,40,184,397,1,3,63,10,153,3,24,8,31,41,3,35,241
"755",24,1,1,4,3,16,2,7,2,12,77,4,8,0,3,7,8,31,1,12,1,1,63,10,2
"756",1,16,20,14,36,0,89,3,20,1,65,140,40,171,8,231,18,34,3,4,4,23,7,4,2
"757",525,3,79,2,9,56,2,1,1,4,33,9,15,29,57,10,11,43,6,1,3,804,13,0,1
"758",50,93,236,34,124,40,1,1,374,41,2,2,2,12,21,3,31,16,98,87,18,196,166,76,211
"759",3,15,39,3,9,4,19,195,6,35,60,3,7,12,12,1,8,22,4,4,5,1,0,16,27
"760",60,5,1790,420,429,201,294,103,50,14,43,228,362,249,44,11,591,158,57,38,385,69,9,450,634
"761",14,27,13,24,10,8,47,4,23,16,15,4,61,65,183,4,326,20,4,24,30,97,18,6,12
"762",22,7,6,2,2,7,22,8,10,19,26,17,12,27,3,16,11,15,8,36,10,8,9,7,33
"763",103,21,170,6,5,40,6,14,184,82,80,423,106,12,257,128,82,137,220,363,1,134,8,21,59
"764",7,2,2,2,2,2,1,0,2,1,2,1,11,0,16,54,2,14,2,1,0,1,16,2,2
"765",15,49,7,37,1,2138,5,16,6,16,26,3,15,5,2,1,1,3,8,83,18,6,22,5,2
"766",100,86,77,3,3,52,92,18,16,3,26,13,15,10,35,14,158,360,28,6,24,21,7,2,20
"767",6,3,9,60,0,5,5,6,37,4,6,28,2,21,16,8,4,21,1,9,5,3,15,12,14
"768",60,11,61,48,473,123,4,17,3,59,130,4,122,24,2,34,43,660,89,7,85,377,232,166,205
"769",2,21,15,2,28,13,17,13,125,1,9,25,17,4,16,4,72,22,35,186,7,92,72,35,1
"770",38,58,14,20,0,330,3,5,467,1,397,6,35,3,12,43,23,8,39,2,1,138,13,17,43
"771",13,47,49,1,9,13,11,10,5,1,35,13,12,10,1,29,13,24,1,0,39,72,15,32,3
"772",10,2,69,33,126,274,34,25,53,212,103,61,64,74,67,140,71,269,108,47,1,146,73,83,252
"773",2,3,3,3,4,3,114,3,5,3,2,2,4,18,64,6,1,8,3,11,19,2,4,573,5
"774",25,31,8,3,18,142,1,1,1,11,41,21,14,20,1,1,46,8,18,19,0,14,5,2,2
"775",4,1,5,2,16,7,3,22,1,1,4,4,1,16,4,4,47,9,2,82,3,4,1,117,1
"776",6,18,11,25,10,11,83,15,255,134,34,48,69,77,10,10,71,3,114,198,146,46,2,39,21
"777",64,8,41,11,7,47,172,14,33,20,9,1,18,69,99,2003,1,1,12,5,23,5,13,16,36
"778",2,20,1,2,3,1,6,4,1,17,0,1,9,1,5,2,1,139,0,9,1,1,3,2,9
"779",5,0,2,2,3,1,4,1,1,0,1,1,1,7,1,2,1,6,4,7,1,1,3,0,8
"780",54,0,51,71,6,1,245,102,31,0,48,9,138,53,24,23,22,3,11,11,25,13,129,15,171
"781",36,5,157,9,16,3,139,28,77,18,12,11,2,13,1,161,78,22,5,34,3,24,170,1,16
"782",13,8,2,1,244,3,12,4,15,1,4,22,69,3,39,10,6,1,380,10,0,3,2,1,19
"783",32,5,35,4,15,127,48,3,5,58,304,32,21,10,6,210,0,85,3,941,13,17,24,57,1
"784",2,125,5,7,4,2,3,1,3,14,5,8,6,5,2,2,36,2,8,3,1,9,2,2,4
"785",1,9,5,3,3,5,3,10,33,1,2,2,18,5,63,1,1,8,21,2,3,5,8,2,4
"786",46,41,1,28,2,9,5,1,1,2,87,6,8,7,15,24,53,41,1,5,6,15,71,50,97
"787",65,99,4,54,57,4,7,7,31,15,87,19,21,248,31,58,16,18,32,33,44,1,4,7,16
"788",7,9,44,23,0,4,5,13,5,22,160,120,8,29,0,35,11,5,91,36,8,7,12,30,13
"789",47,4,11,2,37,21,2,6,4,1,3,4,5,59,4,2,2,57,45,65,4,0,11,1,19
"790",4,3,4,550,6,4,10,4,8,22,0,3,155,1,5,22,17,1,18,33,12,4,1,40,29
"791",5,3,9,7,5,2,47,27,2,9,1,5,6,1,2,3,19,34,60,3,20,29,342,171,2
"792",8,3,197,1,78,173,27,302,36,558,3,54,74,15,150,201,25,63,2,95,40,36,6,6,1
"793",7,5,11,53,41,10,71,42,2,34,5,46,19,1,2,7,11,0,14,61,19,1,7,61,65
"794",8,17,20,11,6,15,8,1,14,7,1,2,8,2,2,3,34,11,4,14,33,1,15,18,3
"795",1,0,71,3,129,62,165,1,138,31,16,131,138,207,5,19,2,26,4,10,149,19,1,12,1
"796",15,13,62,23,1,62,65,9,74,11,56,40,12,28,8,24,2,21,13,75,44,8,7,32,74
"797",6,62,3,9,3,20,9,22,14,13,76,1,7,3,4,2,12,19,13,39,47,117,6,29,11
"798",75,85,57,58,37,42,428,1,15,5,26,8,51,1,57,709,6,1,132,24,6,26,34,19,68
"799",54,157,11,25,3,514,7,1081,1177,21,89,4,10,11,34,151,6,5,33,105,2,5,15,198,27
"800",4,15,2,2,2,1,1,1,2,2,69,5,26,5,1,0,22,1,5,2,6,3,3,1,1
"801",2,37,0,7,7,1,26,7,8,35,7,0,3,2,1,2,1,37,8,2,5,7,1,0,8
"802",15,41,149,10,391,66,79,463,91,116,5,214,39,16,207,74,512,17,432,73,115,204,4,33,108
"803",2,1,14,248,1023,24,94,25,35,7,1,12,1,2,2,200,25,58,3,81,13,9,57,52,21
"804",24,1,6,7,11,3,1,28,37,5,73,10,52,1,88,58,27,15,99,95,5,70,60,33,16
"805",15,13,13,12,29,6,9,26,23,15,5,140,31,0,9,107,25,13,8,20,59,9,405,44,5
"806",30,29,273,11,41,94,18,41,69,19,108,12,224,7,23,65,24,11,12,9,384,11,6,24,21
"807",24,5,2,93,7,1,12,7,3,1,1,16,111,98,7,2,1,64,8,1,1,2,1,2,4
"808",24,1,9,9,72,57,184,2,6,2,3,1,1,35,14,48,7,2,1,6,7,12,1,6,15
"809",9,7,58,27,4,14,19,25,1,6,29,4,78,50,19,14,4,32,25,4,3,1,75,10,5
"810",3,118,8,1,25,4,3,40,1,39,47,3,50,17,43,3,6,237,58,66,16,35,92,215,1
"811",4,5,13,40,1,52,11,14,6,8,2,1,11,21,5,11,21,17,8,5,10,4,2,13,3
"812",23,14,9,1,5,2,2,1,3,0,55,1,0,31,0,3,2,16,162,5,4,2,45,9,87
"813",10,67,8,14,25,11,7,21,8,14,20,8,49,14,30,5,37,14,1,3,38,14,37,16,8
"814",173,6,6,97,18,4,2,3,819,9,1,4,98,14,40,7,12,48,3,3,1,3,96,55,17
"815",1,1,1,1,3,7,4,0,14,0,48,0,5,1,1,1,1,21,2,12,3,3,0,1,21
"816",4,47,1,28,10,3,14,4,0,6,9,44,8,2,3,3,7,1,74,6,16,20,23,2,119
"817",21,5,32,56,16,121,32,59,62,9,4,28,306,336,2,69,93,9,8,4,8,74,4,65,145
"818",16,20,3,4,4,21,44,7,3,4,2,36,10,18,14,11,31,10,17,3,9,6,9,2,3
"819",11,7,182,4,10,49,50,162,4,7,157,7,3,2,16,20,5,2,2,15,22,1,1,1,3
"820",65,28,18,24,10,113,14,8,16,7,12,2,1,4,1,170,2,8,37,73,107,58,5,21,10
"821",50,40,0,1,10,74,2,3,39,0,15,23,21,0,1,147,34,2,52,8,6,77,14,26,1
"822",78,5,10,9,7,54,36,1,17,44,37,12,49,11,23,76,11,78,66,15,10,34,1,0,0
"823",2,6,8,2,10,98,5,75,6,12,13,18,23,2,9,2,14,8,72,1,6,2,7,14,5
"824",190,89,169,5,82,14,6,24,1,202,96,6,35,0,321,357,9,139,255,6,107,283,38,197,7
"825",17,3,63,34,14,90,50,24,22,10,9,4,8,1,5,11,63,0,2,33,64,22,13,91,30
"826",0,1,1,7,11,11,118,14,1,16,0,1,1,1,42,3,15,2,1,95,2,19,11,1,10
"827",44,5,4,1,11,3,61,2,51,2,9,47,29,14,15,1,10,1,15,6,68,4,50,1,6
"828",2,101,44,90,4,3,69,81,52,4,1,5,10,57,3,1,14,47,53,37,3,0,86,12,1
"829",34,3,28,14,17,15,3,11,6,2,13,29,4,22,20,2,1,2,25,45,9,4,2,5,14
"830",3,5,12,32,14,9,41,16,2,1,19,1,83,3,1,6,2,1,1,7,30,3,1,11,1
"831",13,3,8,14,32,0,23,438,31,46,20,2,3,24,20,4,41,4,95,4,180,15,2,4,9
"832",73,10,9,11,6,16,7,19,2,6,2,104,6,18,111,6,19,24,6,6,1,15,16,34,12
"833",64,5,208,14,0,71,63,2,65,230,3,164,28,55,81,37,1214,4,158,97,1,262,143,46,174
"834",1,3,77,28,2,0,12,14,1,74,88,2,11,3,5,7,359,80,13,28,29,146,24,131,6
"835",3,7,27,4,17,12,36,7,21,6,19,1,8,2,9,48,12,18,1,7,2,14,1,17,14
"836",13,6,6,3,42,6,313,14,149,10,7,1,82,17,9,89,134,4,12,15,6,35,7,19,12
"837",4,0,10,5,13,4,41,59,1,29,219,44,33,14,14,23,3,10,57,29,5,70,14,1,11
"838",1,1,4,17,73,2,4,31,26,1,1,45,6,118,4,2,9,5,3,17,1,22,5,6,9
"839",33,55,55,6,43,48,95,21,22,223,112,25,78,112,121,74,37,11,5,52,15,83,205,47,114
"840",58,28,5,179,39,3,122,16,6,82,57,1,45,68,18,94,75,85,14,62,168,25,2,161,31
"841",97,26,11,17,9,17,23,21,3,19,37,11,56,10,12,17,67,37,19,16,13,37,55,19,23
"842",15,56,7,13,1,4,1,19,13,6,5,3,38,12,4,18,3,24,11,5,6,55,12,7,20
"843",3,2,4,0,4,5,9,4,1,1,5,3,1,135,1,11,2,1,30,1,2,2,2,0,0
"844",78,0,88,4,44,42,270,120,52,17,31,73,113,5,8,46,21,15,84,133,35,32,55,60,121
"845",16,7,2,5,0,4,13,7,54,4,42,22,25,6,55,10,7,2,26,1,8,15,85,7,9
"846",26,33,126,46,80,226,20,181,98,56,3,272,10,2,10,40,19,24,339,97,177,196,51,89,171
"847",336,40,107,57,1,60,164,80,15,96,41,217,154,3,161,43,24,23,365,237,47,219,8,40,18
"848",10,41,11,10,58,11,1,4,28,2,4,59,1,3,9,9,23,79,67,202,21,351,68,14,294
"849",40,31,155,25,16,5,1,8,27,5,42,34,65,25,20,17,7,33,83,29,9,1,22,3,7
"850",3,12,10,1,44,297,7,5,3,3,3,1,0,2,5,7,3,2,14,99,1,3,19,0,5
"851",49,55,13,13,11,2,78,5,2,44,1,15,3,1,3,7,49,113,89,18,51,50,5,167,1
"852",18,6,23,115,22,142,350,207,7,17,15,176,25,89,176,5,10,9,192,14,20,128,54,23,4
"853",7,27,10,66,221,54,164,11,158,142,14,188,25,102,4,81,1171,77,41,29,58,28,7,36,195
"854",1,1,2,17,0,1,0,1,1,42,2,0,39,2,1,1,18,17,1,0,0,17,2,6,10
"855",4,2,4,1,4,1,0,1,2,1,5,1,1,2,1,1,2,1,2,0,2,2,0,1,2
"856",1,48,100,9,1,144,383,16,3,80,108,14,37,25,17,252,70,4,68,86,88,32,1,10,10
"857",50,29,14,38,2,8,7,14,3,4,17,8,2,16,19,17,28,19,10,15,10,3,18,21,5
"858",24,38,14,8,76,16,11,24,5,4,14,9,11,2,5,1,15,4,1,9,7,21,55,17,2
"859",30,18,26,89,8,27,23,17,11,104,9,126,68,205,202,13,55,27,32,357,33,156,224,78,0
"860",35,13,6,36,37,39,31,1,8,1,12,16,82,0,63,5,3,2,199,29,11,43,3,8,112
"861",18,32,18,4,24,27,13,3,1,2,4,9,1,18,4,2,20,6,28,45,14,34,9,6,68
"862",2,120,309,8,47,12,31,6,47,297,33,753,27,1,198,11,12,8,4,11,124,44,23,79,20
"863",14,58,54,4,87,40,35,5,135,55,86,163,27,5,12,9,3,78,6,17,27,77,80,54,13
"864",45,26,10,1,13,18,11,12,31,2,39,2,6,15,24,5,56,2,15,18,50,19,8,15,11
"865",78,68,5,41,59,26,281,133,96,20,42,52,2,1,383,187,98,13,15,247,74,14,87,4,384
"866",55,2,7,25,1,27,52,17,15,40,9,23,40,13,13,5,6,1,16,1,17,12,1,17,19
"867",0,4,277,196,15,3,60,5,66,2,294,110,201,4,1,5,26,5,112,198,7,89,159,149,137
"868",153,57,90,139,4,25,5,26,44,7,0,1,97,81,1,2,11,5,37,82,10,9,101,2,86
"869",3,3,9,1,8,7,4,1,6,13,3,1,56,17,34,20,8,6,3,4,1,23,5,33,3
"870",6,8,67,8,140,36,49,8,41,34,20,16,1090,2,355,95,13,160,204,44,1,55,116,295,333
"871",2,1,119,11,2,38,83,2,182,179,4,110,16,221,3,4,2,41,74,8,12,3,10,4,96
"872",25,34,24,16,13,103,19,18,25,2,2,25,22,11,17,5,12,3,11,19,6,7,1,1,15
"873",23,4,508,11,11,42,182,275,240,29,0,707,789,23,673,10,1255,653,323,11,7,503,194,210,65
"874",6,585,8,34,22,10,27,15,42,24,2,19,46,14,5,21,5,2,829,64,19,38,7,14,11
"875",22,3,15,6,115,11,425,130,2,14,88,182,17,3,3,5,1,15,8,8,2,36,41,7,1
"876",4,2,2,31,18,4,10,34,2,2,25,5,18,321,1,2,6,2,58,5,4,1,11,4,1
"877",15,9,7,19,13,20,3,8,8,6,10,2,3,7,1,19,1,4,10,24,111,2,9,28,147
"878",8,24,5,5,7,22,1,13,15,30,2,23,1,9,14,7,37,97,31,6,5,78,6,17,9
"879",2,27,13,1,7,7,49,3,23,1,10,3,4,241,5,2,36,3,0,6,3,18,3,49,81
"880",4,2,43,4,7,111,51,19,6,1,3,35,6,0,12,9,39,7,78,2,9,3,4,83,17
"881",4,12,6,6,14,63,3,7,54,3,1,27,3,2,57,37,83,223,9,22,25,9,2,11,21
"882",7,6,105,4,2,0,26,2,9,90,1,2,3,37,2,1,1,1,0,32,446,10,0,5,4
"883",8,4,8,8,142,441,21,148,83,2,9,69,29,348,7,8,24,156,12,5,73,17,29,16,31
"884",12,371,4,69,71,2,12,2,45,7,19,70,15,145,6,259,65,22,10,84,3,26,3,89,18
"885",1,2,28,12,5,14,12,7,1,8,9,2,15,1,137,2,3,36,1,10,4,18,70,30,1
"886",3,15,10,18,316,18,3,11,1,19,3,10,19,9,7,70,38,98,24,8,95,2,6,8,6
"887",22,65,77,144,90,23,58,4,40,35,4,42,11,8,21,98,13,66,27,7,132,10,241,60,31
"888",2,3,1,5,0,0,1,22,6,22,1,12,13,4,1,2,6,15,3,25,5,3,6,9,1
"889",22,27,33,5,3,0,2,1,16,2,1,25,3,30,3,5,1,11,67,15,1,7,6,8,1
"890",154,226,64,4,21,296,8,317,165,313,295,26,36,105,123,86,6,1079,19,107,87,2,31,6,47
"891",3,1,1,1,0,1,1,2,0,1,1,2,2,0,0,1,0,1,1,0,0,2,1,0,0
"892",9,21,7,11,6,7,1,7,23,4,20,2,4,1,10,6,3,149,20,30,1,7,3,1,4
"893",4,26,42,2,37,3,40,32,16,13,22,7,13,2,15,35,93,0,26,12,37,1,47,73,2
"894",2,28,3,35,5,18,12,21,16,32,20,2,3,1,12,10,9,1,1,2,40,11,2,22,10
"895",53,14,2,30,182,21,3,39,22,6,60,21,10,23,2,5,81,2,1,40,6,62,34,44,144
"896",21,4,442,31,129,27,65,56,32,9,13,40,5,467,150,21,29,34,9,142,127,4,9,1,77
"897",4,2,2,1,2,0,1,2,2,9,25,5,1,1,0,1,1,1,28,1,0,1,1,1,1
"898",20,5,1,6,6,1,3,1,2,2,6,2,3,2,7,6,1,24,10,12,19,19,1,8,9
"899",8,41,1,14,63,139,154,0,40,656,21,20,35,10,72,10,3,20,8,1,1,15,5,5,33
"900",25,1,32,23,9,2,7,4,4,9,6,0,5,32,56,14,5,27,2,4,2,10,15,3,18
"901",0,8,2,91,22,93,69,10,33,82,13,2,7,2,66,22,2,2,8,406,11,1,5,3,1
"902",1,3,12,7,4,0,3,1,40,7,3,0,2,1,1,1,6,37,9,2,61,3,2,6,7
"903",5,264,2,71,32,9,151,13,15,108,8,1,9,1,15,8,0,4,3,2,4,9,13,1,2
"904",115,19,0,2,103,14,23,2,4,1,55,26,32,2,1,17,3,42,41,82,15,72,1,136,56
"905",214,1,169,94,97,18,1,181,204,117,5,4,5,212,37,18,7,24,9,26,69,115,4,34,160
"906",36,2,19,18,6,4,17,2,3,1,11,0,2,2,5,6,0,1,9,24,11,9,3,1,17
"907",37,19,7,81,25,0,215,8,118,56,279,100,66,190,34,45,4,93,291,187,3,162,11,48,15
"908",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,2,1,2,1,1
"909",47,6,0,8,18,7,2,29,2,4,59,5,4,24,1,21,2,8,9,24,25,3,7,30,15
"910",50,82,18,43,112,18,110,85,17,1,27,2,3,48,52,94,26,7,70,119,1,64,8,300,23
"911",27,19,2,8,1,24,110,21,95,65,69,27,19,15,3,5,21,18,61,31,62,41,2,32,11
"912",26,130,9,48,29,140,20,16,3,47,92,5,34,6,41,193,63,30,50,33,6,29,2,11,3
"913",35,13,23,75,63,2,2,12,3,8,101,2,1,4,30,4,6,20,4,31,12,2,24,239,32
"914",3,27,9,11,12,4,30,78,6,4,55,33,10,4,0,2,1994,2,59,35,1,3,11,20,55
"915",10,9,28,17,8,5,4,3,15,17,10,4,1,11,14,31,1,87,69,2,13,2,20,4,18
"916",49,2,5,121,46,4,590,1,3,2,4,7,24,156,8,241,23,12,1,253,5,3,123,6,23
"917",75,35,51,28,15,23,15,2,28,23,2,10,11,19,5,11,42,20,41,36,3,327,108,3,130
"918",1,19,10,189,55,1,27,5,433,6,14,69,170,21,113,107,9,276,103,20,68,1,3,18,37
"919",10,5,117,21,73,62,12,1,25,48,53,12,47,3,12,86,6,33,33,2,101,18,7,10,2
"920",1,3,1,3,9,2,24,2,22,3,2,0,0,2,27,3,5,1,1,4,0,4,3,1,1
"921",15,4,5,11,142,3,20,26,93,4,3,1,2,32,14,12,1,5,13,46,18,1,2,5,88
"922",39,57,23,108,90,34,102,32,67,28,2,47,59,388,7,34,18,25,16,3,58,29,25,14,21
"923",30,2,1,2,1,2,5,0,10,11,15,0,9,1,0,4,2,12,1,1,5,8,2,7,4
"924",327,6,39,1,10,2,14,4,21,9,2,7,14,5,66,160,0,33,21,90,23,90,341,22,0
"925",7,51,6,0,5,1,3,7,12,2,107,23,14,70,25,36,2,7,2,1,7,8,1,17,5
"926",9,68,18,5,26,1488,9,15,19,0,3,270,50,12,29,32,13,69,4,8,1,7,0,7,4
"927",2,10,4,3,2,12,0,1,8,20,19,11,36,3,7,3,7,4,26,8,1,2,3,12,43
"928",37,12,26,19,60,40,2,86,3,3,1,9,6,4,1,0,47,3,24,6,6,6,3,10,38
"929",261,43,3,5,27,42,4,71,13,6,2,3,58,12,5,19,7,36,8,0,1,91,1,5,13
"930",4,29,28,1,10,34,90,26,27,2,5,81,0,19,26,2,4,102,21,64,12,12,0,27,0
"931",45,24,4,4,5,6,10,8,55,0,8,34,4,18,6,16,9,1,9,32,55,4,7,103,1
"932",19,29,9,1,7,1,30,6,2,3,13,239,8,10,22,37,28,5,75,43,19,0,85,19,9
"933",37,6,35,5,4,19,6,23,237,8,2,34,5,1,9,2,17,0,5,3,15,4,28,5,0
"934",269,3,1,23,13,18,25,80,24,15,3,14,7,24,61,34,3,382,84,10,10,34,45,20,85
"935",18,10,15,13,15,5,3,20,9,32,1,19,14,2,7,12,13,3,4,20,7,14,3,22,4
"936",6,58,59,3,25,10,17,52,13,0,9,23,12,35,59,22,63,32,17,43,92,69,50,2,49
"937",12,1,1,6,2,28,9,1,1,7,4,2,1,5,8,4,50,382,2,135,8,0,404,4,1
"938",52,124,6,10,40,331,249,5,24,1,5,2,10,275,13,21,71,180,20,33,148,281,9,30,108
"939",10,7,1,3,11,12,38,17,7,88,255,8,13,142,4,1,11,2,9,7,21,33,1,4,7
"940",44,13,4,1,8,105,16,23,7,7,5,39,15,8,14,26,19,20,37,2,10,24,11,13,26
"941",31,30,87,352,83,1,22,12,64,15,31,43,20,1,72,14,46,1,49,66,59,29,73,1,37
"942",553,64,12,13,14,46,5,2,31,223,1,2,32,1,6,18,5,19,5,11,7,8,68,3,2
"943",301,457,3,209,25,3,0,0,177,9,81,20,290,5,15,180,29,34,40,229,44,204,15,1,140
"944",11,41,16,33,13,3,10,4,7,5,7,24,17,22,5,20,5,18,1,8,25,4,12,1,1
"945",2,9,1,1,18,9,0,3,3,6,3,0,7,1,0,3,1,1,1,90,0,14,8,2,5
"946",23,54,3,1,1,66,11,5,5,1,2,19,45,14,21,83,1,9,82,14,7,18,71,52,62
"947",7,15,36,10,9,61,1,2,7,33,1,45,1,58,57,3,17,1,9,41,3,5,36,24,16
"948",23,8,2,4,40,61,17,8,48,2,15,1,2,17,76,0,29,23,2,3,2,2,3,155,19
"949",4,1,220,42,3,7,18,9,42,3,7,26,49,1,3,22,26,4,15,3,13,3,23,1,1
"950",2,12,6,4,7,26,2,12,19,4,85,72,1,36,19,59,142,12,1,11,15,3,177,10,30
"951",12,16,8,13,16,1,4,13,3,18,1,10,2,1,4,4,3,0,2,4,2,1,3,35,9
"952",33,11,10,33,39,4,30,9,299,952,77,260,32,58,183,88,40,57,330,35,1,17,276,3,53
"953",26,27,6,20,2,6,26,11,91,14,12,32,2,1,21,3,27,21,5,71,9,4,14,1,22
"954",1,1,5,0,1,33,105,2,2,24,1,1,1,3,2,1,84,3,1,17,1,1,2,0,1
"955",39,248,4,12,63,2,6,55,25,1,2,121,1,1,81,10,6,6,44,17,85,71,41,144,14
"956",4,10,5,123,85,6,7,109,1,10,6,1,20,1,2,94,51,107,5,1,7,19,1,99,15
"957",1,2,2,26,2,14,1,7,26,8,16,0,5,2,0,11,8,5,1,2,8,36,7,14,4
"958",30,31,3,82,13,7,2,14,24,4,629,12,68,34,62,13,4,56,21,48,50,10,29,4,2
"959",19,8,0,1,2,6,7,3,7,3,2,3,7,2,1,9,2,4,1,5,3,6,1,13,2
"960",721,38,19,5,81,14,8,63,5,69,21,21,30,10,7,42,36,14,32,254,7,117,24,3,3
"961",1,18,3,8,32,9,9,7,18,19,2,37,4,27,12,29,1,1,40,4,4,17,19,26,1
"962",1,21,3,87,2,12,40,141,4,4,7,27,85,6,472,28,8,10,29,120,13,17,0,90,13
"963",14,7,9,2,21,1,13,16,11,2,0,12,2,21,1,11,3,28,4,6,248,56,49,2,11
"964",36,8,21,99,27,60,76,59,13,16,45,15,13,9,1,120,24,0,165,3,78,0,53,46,72
"965",23,117,5,7,15,27,6,9,43,1,1,16,173,52,197,216,79,5,26,38,19,1,7,2,117
"966",54,8,35,2,53,175,6,105,11,3,6,43,2,72,11,7,51,28,7,65,49,43,166,1,24
"967",16,37,33,24,9,56,8,5,1,4,110,25,5,34,16,5,1,9,1,18,12,3,6,7,7
"968",9,20,1,47,4,14,18,2,11,8,3,8,26,23,36,63,276,30,31,1,157,2,4,186,37
"969",21,4,10,7,10,6,10,9,4,34,26,8,2,2,14,37,3,11,15,12,10,14,12,21,19
"970",49,201,5,2,100,24,182,44,176,86,7,4,27,0,24,4,17,10,2,10,12,3,231,35,92
"971",12,40,82,118,221,0,3,14,55,10,2,1,82,10,32,9,553,1,1,20,21,21,34,2,139
"972",4,1,3,31,1,1,2,2,16,2,7,5,3,14,1,7,4,6,1,6,21,5,0,6,2
"973",49,32,20,7,2,3,70,47,2,319,6,1,14,38,96,42,13,84,74,16,72,108,11,205,40
"974",6,1,1,94,8,91,12,6,61,48,6,49,78,102,5,37,8,28,151,18,1,16,12,14,4
"975",7,4,7,1,6,23,14,1,6,9,5,15,1,24,8,54,4,6,10,28,8,19,3,6,1
"976",38,26,32,76,23,14,18,31,27,23,4,170,28,12,5,9,1,2088,11,68,16,148,34,49,17
"977",1,67,8,92,18,5,8,4,10,43,265,67,21,29,78,87,60,151,50,31,50,27,95,32,86
"978",61,1,23,0,1,27,34,1,19,31,30,39,2,13,9,72,31,68,2,18,2,42,3,17,18
"979",3,13,15,242,2,59,6,9,16,6,53,13,13,0,24,5,15,31,156,10,5,1,40,8,4
"980",5,8,10,4,2,1,30,55,5,1,11,22,75,216,1,315,83,133,34,1,0,22,1,179,1
"981",44,324,11,15,47,243,14,69,24,26,23,13,40,521,1,52,13,7,96,67,207,262,80,57,320
"982",8,2,57,1,9,58,10,2,4,6,81,0,60,58,6,18,12,4,42,33,17,45,2,18,1
"983",2,9,2,19,7,2,2,3,99,5,7,9,40,4,14,9,41,2,6,7,5,2,6,2,4
"984",15,41,62,7,312,190,38,330,141,289,2,26,16,10,275,42,2,8,21,2,16,97,36,31,63
"985",27,50,9,53,1,33,53,12,70,14,15,80,82,8,18,6,4,34,48,9,12,3,1,8,11
"986",149,100,96,12,97,341,79,38,26,96,59,1,14,5,42,141,3,4,60,189,71,11,53,54,19
"987",2,24,8,10,125,42,14,3,29,10,1,38,15,409,123,43,1,297,26,7,0,16,8,7,9
"988",202,50,35,2,11,1,2,66,194,23,115,56,259,169,7,188,2,2,36,174,21,44,130,82,4
"989",3,4,14,1,5,48,4,2,6,2,61,3,44,87,122,87,52,33,55,48,16,5,6,41,33
"990",45,3,1,3,1,3,14,3,7,29,3,12,39,2,1,1,1,2,3,13,62,2,22,8,1
"991",4,76,9,75,3,15,104,31,39,3,1,34,27,10,12,59,4,69,238,52,84,6,15,190,45
"992",20,4,0,3,1,2,1,35,15,2,21,29,18,3,12,3,22,13,3,2,16,54,31,2,6
"993",34,258,1,7,68,110,7,3,61,2,31,38,121,94,2,470,7,3,314,1,69,2,1,3,33
"994",5,28,9,34,105,48,31,11,17,32,1,68,62,35,17,7,7,17,10,6,13,7,12,8,6
"995",8,1,7,119,1,4,54,10,1,105,13,9,10,1,7,46,134,3,493,401,223,35,56,4,27
"996",4,9,68,10,41,13,19,19,1,1,6,12,6,1,0,16,23,18,21,45,20,1,11,44,4
"997",12,66,2,53,59,207,4,3,1,1,2,170,2,74,51,2,19,23,4,45,21,50,73,3,4
"998",257,254,319,198,63,157,46,103,457,139,335,70,36,43,108,164,114,173,3,3,24,43,192,51,2
"999",16,1,4,3,8,51,33,8,2,14,4,10,19,12,8,23,3,2,7,1,28,33,15,3,1
"1000",12,1,9,5,4,16,3,17,0,4,44,44,6,59,1,20,2,6,7,5,6,3,35,6,5
"1001",56,39,13,357,135,7,13,43,23,25,168,41,18,161,70,0,48,2,112,20,128,2,1,3,2
"1002",112,21,151,902,153,18,666,212,31,10,1,238,17,70,1,83,1,44,31,5,2,374,13,298,131
"1003",113,7,10,151,21,15,17,8,29,30,20,5,20,28,2,51,72,74,63,3,14,36,6,20,30
"1004",26,1,20,49,4,59,1,2,3,34,106,3,13,6,24,35,3,103,1,3,38,54,6,4,15
"1005",8,1,4,152,157,2,18,31,42,2,18,1,45,125,19,9,12,37,4,99,0,3,4,2,11
"1006",18,15,4,10,42,46,3,25,7,8,12,4,3,9,29,61,119,36,3,10,2,16,4,5,25
"1007",36,53,9,6,20,12,6,6,9,10,29,247,5,3,3,40,3,61,2,15,9,3,11,1,38
"1008",1,4,6,4,3,1,10,1,1,1,0,74,1,1,14,8,11,3,2,2,6,13,9,14,27
"1009",20,11,0,90,32,18,361,30,82,18,4,2,3,35,55,9,37,120,19,41,26,20,50,25,3
"1010",8,1,43,226,14,32,0,11,13,32,2,26,7,42,1,9,12,0,22,5,16,10,1,2,0
"1011",3,3,1,2,13,8,3,106,2,4,74,27,6,15,1,1,1,1,4,4,2,0,2,69,13
