dcr_values,nndr_values,type,round
1.8794706,0.57192624,Avatar,round_2
2.4621034,0.9913996,Avatar,round_2
2.1030757,0.6380002,Avatar,round_2
1.7374921,0.9228728,Avatar,round_2
0.26370806,0.11457534,Avatar,round_2
1.2898169,0.7391269,Avatar,round_2
0.92647326,0.36000884,Avatar,round_2
0.55093014,0.53173685,Avatar,round_2
3.5057719,0.9791894,Avatar,round_2
2.2959547,0.98498195,Avatar,round_2
2.6985226,0.8289049,Avatar,round_2
2.4828606,0.97259945,Avatar,round_2
3.4578798,0.95362675,Avatar,round_2
2.520995,0.98583895,Avatar,round_2
0.52833384,0.17779936,Avatar,round_2
1.895424,0.7836474,Avatar,round_2
1.2008765,0.7541432,Avatar,round_2
1.4390012,0.68713504,Avatar,round_2
1.9407154,0.76258206,Avatar,round_2
2.503868,0.6737335,Avatar,round_2
1.1699724,0.6180979,Avatar,round_2
1.9556395,0.9957239,Avatar,round_2
3.672811,0.9843555,Avatar,round_2
0.65569466,0.22668847,Avatar,round_2
2.0577412,0.80993134,Avatar,round_2
3.672295,0.83262897,Avatar,round_2
2.9155197,0.8240287,Avatar,round_2
1.8034664,0.7578617,Avatar,round_2
2.4386141,0.73268294,Avatar,round_2
0.81203973,0.39322603,Avatar,round_2
0.242962,0.25282466,Avatar,round_2
1.0200727,0.60833204,Avatar,round_2
1.2569175,0.61486864,Avatar,round_2
1.5278363,0.8867349,Avatar,round_2
2.793093,0.93486184,Avatar,round_2
2.2453387,0.8413084,Avatar,round_2
0.15529494,0.05970276,Avatar,round_2
2.2689378,0.9830635,Avatar,round_2
1.539521,0.53125715,Avatar,round_2
0.6068784,0.1843621,Avatar,round_2
1.4203396,0.69579303,Avatar,round_2
4.487584,0.9014886,Avatar,round_2
3.1113477,0.9672096,Avatar,round_2
1.2035799,0.47034097,Avatar,round_2
1.3385834,0.75707155,Avatar,round_2
2.6624088,0.90722185,Avatar,round_2
1.5759057,0.9818393,Avatar,round_2
2.701517,0.6429973,Avatar,round_2
3.7297535,0.9586665,Avatar,round_2
2.2790775,0.85243326,Avatar,round_2
2.875357,0.9503623,Avatar,round_2
1.387508,0.6791385,Avatar,round_2
2.083351,0.8083559,Avatar,round_2
0.6292428,0.38698825,Avatar,round_2
2.8724785,0.79697216,Avatar,round_2
2.9200792,0.6024938,Avatar,round_2
2.2258341,0.79625344,Avatar,round_2
2.5406334,0.94729847,Avatar,round_2
0.29064837,0.27594134,Avatar,round_2
1.9191767,0.81623936,Avatar,round_2
1.0206139,0.66348016,Avatar,round_2
2.5948625,0.85009813,Avatar,round_2
0.8073332,0.40470868,Avatar,round_2
2.869596,0.9813674,Avatar,round_2
1.6958255,0.8184811,Avatar,round_2
3.3555207,0.9521529,Avatar,round_2
2.424483,0.9155727,Avatar,round_2
0.31062365,0.16308717,Avatar,round_2
2.537882,0.8275531,Avatar,round_2
2.776953,0.8741745,Avatar,round_2
2.473732,0.6744405,Avatar,round_2
3.4078605,0.9202382,Avatar,round_2
2.11799,0.8395786,Avatar,round_2
1.0449328,0.95098025,Avatar,round_2
1.7511168,0.870346,Avatar,round_2
2.16672,0.65345913,Avatar,round_2
1.350515,0.54276806,Avatar,round_2
1.230616,0.86005116,Avatar,round_2
4.878421,0.8937734,Avatar,round_2
3.1658163,0.95054525,Avatar,round_2
1.8415037,0.8792209,Avatar,round_2
1.4839895,0.55239093,Avatar,round_2
0.45955333,0.5035334,Avatar,round_2
3.0615027,0.89558744,Avatar,round_2
2.2170157,0.92706496,Avatar,round_2
0.7967122,0.6062022,Avatar,round_2
0.97236794,0.45877844,Avatar,round_2
0.9539771,0.23812823,Avatar,round_2
0.74740404,0.2515253,Avatar,round_2
1.0500948,0.855889,Avatar,round_2
1.274535,0.99786633,Avatar,round_2
1.8299489,0.97724843,Avatar,round_2
0.71371156,0.5004101,Avatar,round_2
0.22960643,0.07464075,Avatar,round_2
1.1784743,0.64504683,Avatar,round_2
2.9110737,0.9617119,Avatar,round_2
1.3240747,0.8920755,Avatar,round_2
2.935274,0.9850351,Avatar,round_2
2.4568837,0.46048424,Avatar,round_2
0.2041039,0.09616899,Avatar,round_2
2.6390588,0.9964171,Avatar,round_2
2.4482598,0.80080175,Avatar,round_2
2.4093957,0.5347815,Avatar,round_2
1.9293771,0.94193965,Avatar,round_2
1.0129424,0.79050106,Avatar,round_2
3.0015368,0.82613534,Avatar,round_2
2.4735718,0.9676081,Avatar,round_2
3.600873,0.977049,Avatar,round_2
3.9923832,0.9361996,Avatar,round_2
2.1775303,0.7051001,Avatar,round_2
1.8431085,0.97561723,Avatar,round_2
3.3492904,0.9485279,Avatar,round_2
3.5364401,0.9765989,Avatar,round_2
0.75321275,0.22727554,Avatar,round_2
2.5523458,0.92772895,Avatar,round_2
2.2910702,0.86116016,Avatar,round_2
0.3170837,0.24043682,Avatar,round_2
3.4080598,0.9572935,Avatar,round_2
2.5265987,0.6973163,Avatar,round_2
0.16346851,0.05134846,Avatar,round_2
1.0345443,0.82317346,Avatar,round_2
1.4776381,0.8157413,Avatar,round_2
3.4085114,0.83501524,Avatar,round_2
3.025139,0.880879,Avatar,round_2
2.8934991,0.9514919,Avatar,round_2
3.0909817,0.8351511,Avatar,round_2
2.0457182,0.5354537,Avatar,round_2
2.4232213,0.7891736,Avatar,round_2
3.231032,0.8957221,Avatar,round_2
0.28943178,0.19873309,Avatar,round_2
0.68370533,0.2518361,Avatar,round_2
2.262277,0.774617,Avatar,round_2
4.4555264,0.83776075,Avatar,round_2
0.2579974,0.26057115,Avatar,round_2
2.9454596,0.9562825,Avatar,round_2
0.38413554,0.10153512,Avatar,round_2
0.93349975,0.66627365,Avatar,round_2
4.3188777,0.9959861,Avatar,round_2
3.312958,0.86064184,Avatar,round_2
1.7693006,0.67345953,Avatar,round_2
0.22437997,0.08441682,Avatar,round_2
2.7619328,0.90839016,Avatar,round_2
1.3815553,0.6678283,Avatar,round_2
2.1909745,0.7257897,Avatar,round_2
0.17627968,0.051479463,Avatar,round_2
0.79924345,0.23118664,Avatar,round_2
1.7688218,0.8726497,Avatar,round_2
0.87978905,0.8653414,Avatar,round_2
1.2822009,0.84346235,Avatar,round_2
1.8368287,0.989875,Avatar,round_2
1.7990996,0.67601836,Avatar,round_2
1.4405234,0.5618766,Avatar,round_2
3.3283198,0.8728497,Avatar,round_2
2.732579,0.7666136,Avatar,round_2
1.7654991,0.8782183,Avatar,round_2
2.4315057,0.74220324,Avatar,round_2
3.1584852,0.91676104,Avatar,round_2
0.73929846,0.79723936,Avatar,round_2
2.3062649,0.89071864,Avatar,round_2
2.7670329,0.9946388,Avatar,round_2
2.5364308,0.99067336,Avatar,round_2
2.7836492,0.714126,Avatar,round_2
3.9113522,0.94246805,Avatar,round_2
2.1628122,0.98288107,Avatar,round_2
1.1027046,0.9194454,Avatar,round_2
1.7727727,0.77497536,Avatar,round_2
4.011654,0.99343204,Avatar,round_2
1.6197778,0.6767021,Avatar,round_2
1.8741682,0.74341416,Avatar,round_2
2.1267648,0.854887,Avatar,round_2
2.9210074,0.9330849,Avatar,round_2
2.2064857,0.781295,Avatar,round_2
2.7351928,0.8761655,Avatar,round_2
3.6812868,0.9666786,Avatar,round_2
0.15209314,0.03875463,Avatar,round_2
0.32698953,0.22414985,Avatar,round_2
0.42804193,0.13407059,Avatar,round_2
2.3682256,0.94477284,Avatar,round_2
0.23351078,0.05675044,Avatar,round_2
3.9578578,0.9492096,Avatar,round_2
0.26486996,0.17195949,Avatar,round_2
3.6849682,0.99043125,Avatar,round_2
0.46608946,0.12949635,Avatar,round_2
2.1693425,0.6121705,Avatar,round_2
2.5747752,0.9739769,Avatar,round_2
2.3536906,0.7578399,Avatar,round_2
2.493655,0.72321147,Avatar,round_2
0.5665813,0.19164483,Avatar,round_2
3.1009703,0.9478241,Avatar,round_2
2.2215528,0.7462346,Avatar,round_2
0.6036452,0.15133786,Avatar,round_2
0.41113165,0.26441142,Avatar,round_2
1.7278457,0.99393636,Avatar,round_2
2.6358063,0.8292577,Avatar,round_2
0.71386653,0.25596657,Avatar,round_2
0.8665406,0.5258336,Avatar,round_2
1.3598772,0.32013774,Avatar,round_2
0.48542917,0.1701635,Avatar,round_2
1.5669249,0.8604484,Avatar,round_2
2.8458223,0.92337084,Avatar,round_2
2.7760613,0.90685254,Avatar,round_2
2.0343444,0.9319136,Avatar,round_2
2.146064,0.693915,Avatar,round_2
2.1105049,0.87037635,Avatar,round_2
3.0941575,0.98876023,Avatar,round_2
1.4587699,0.46890196,Avatar,round_2
3.1468055,0.94661313,Avatar,round_2
2.2028766,0.769656,Avatar,round_2
0.8614211,0.26349625,Avatar,round_2
1.0629935,0.37157556,Avatar,round_2
0.41906708,0.18394108,Avatar,round_2
2.9365213,0.93167806,Avatar,round_2
2.285228,0.92353755,Avatar,round_2
1.5842072,0.52267,Avatar,round_2
1.3348348,0.77080256,Avatar,round_2
0.9754271,0.24325931,Avatar,round_2
4.0643964,0.7186065,Avatar,round_2
1.021546,0.306187,Avatar,round_2
4.2707605,0.99785966,Avatar,round_2
1.6002412,0.4320679,Avatar,round_2
0.16534792,0.07379477,Avatar,round_2
0.79942244,0.21677057,Avatar,round_2
3.696189,0.97958046,Avatar,round_2
2.9371006,0.95541173,Avatar,round_2
2.5648963,0.7544914,Avatar,round_2
3.9701016,0.9701139,Avatar,round_2
3.1449358,0.8059503,Avatar,round_2
1.072223,0.40934417,Avatar,round_2
1.2680581,0.37528986,Avatar,round_2
2.5692956,0.9194313,Avatar,round_2
2.7035053,0.9913303,Avatar,round_2
2.5821126,0.8821124,Avatar,round_2
2.1567967,0.8245796,Avatar,round_2
3.1114206,0.9090147,Avatar,round_2
2.2628174,0.69187135,Avatar,round_2
1.0650586,0.41070488,Avatar,round_2
3.3299544,0.86934894,Avatar,round_2
1.4726672,0.6521738,Avatar,round_2
4.1719584,0.9475206,Avatar,round_2
2.6705012,0.7791161,Avatar,round_2
0.69888043,0.28114977,Avatar,round_2
2.404408,0.7883481,Avatar,round_2
1.1829296,0.75527865,Avatar,round_2
0.68165183,0.19763443,Avatar,round_2
2.174065,0.71086144,Avatar,round_2
1.0297499,0.9163066,Avatar,round_2
2.2104611,0.55125564,Avatar,round_2
0.20511532,0.075342976,Avatar,round_2
1.188135,0.87205374,Avatar,round_2
0.5425189,0.26848936,Avatar,round_2
1.6047058,0.5102664,Avatar,round_2
0.80381715,0.42000857,Avatar,round_2
3.1189773,0.97830987,Avatar,round_2
1.552211,0.5581037,Avatar,round_2
2.6332226,0.9719175,Avatar,round_2
2.8840792,0.91871643,Avatar,round_2
2.438334,0.94100064,Avatar,round_2
2.5716558,0.9133946,Avatar,round_2
2.793078,0.8402844,Avatar,round_2
2.232526,0.76112247,Avatar,round_2
0.9488007,0.63180846,Avatar,round_2
3.6069698,0.86357784,Avatar,round_2
1.0085106,0.7645072,Avatar,round_2
0.8980128,0.32899004,Avatar,round_2
0.6245054,0.19143836,Avatar,round_2
2.545165,0.9699189,Avatar,round_2
2.7244442,0.94310236,Avatar,round_2
2.5840354,0.8331566,Avatar,round_2
2.2486382,0.99389416,Avatar,round_2
1.8205676,0.8907872,Avatar,round_2
2.4424481,0.7917768,Avatar,round_2
2.3747616,0.91594565,Avatar,round_2
1.7924985,0.6877788,Avatar,round_2
1.489881,0.816185,Avatar,round_2
3.1995907,0.99828553,Avatar,round_2
1.1154977,0.36855176,Avatar,round_2
3.6241271,0.95568246,Avatar,round_2
1.4479798,0.6013745,Avatar,round_2
2.2415502,0.91918856,Avatar,round_2
2.9416964,0.9664836,Avatar,round_2
0.98601675,0.5879424,Avatar,round_2
0.8102221,0.6460123,Avatar,round_2
2.2420053,0.8871754,Avatar,round_2
0.4540753,0.14568914,Avatar,round_2
1.2542363,0.5021562,Avatar,round_2
0.73639804,0.34827945,Avatar,round_2
2.9754558,0.91462547,Avatar,round_2
0.72730637,0.6452249,Avatar,round_2
3.3560257,0.9885003,Avatar,round_2
1.1619157,0.500673,Avatar,round_2
1.710428,0.9898713,Avatar,round_2
2.5583432,0.88940364,Avatar,round_2
0.1533172,0.11894681,Avatar,round_2
1.9628328,0.98901767,Avatar,round_2
0.7927041,0.4500002,Avatar,round_2
1.413311,0.9008311,Avatar,round_2
0.4688151,0.27207422,Avatar,round_2
1.097618,0.50586283,Avatar,round_2
3.6144192,0.9352736,Avatar,round_2
3.7733464,0.8571197,Avatar,round_2
2.4605522,0.9077315,Avatar,round_2
3.0906181,0.9263081,Avatar,round_2
0.25758305,0.11556412,Avatar,round_2
4.4087615,0.999185,Avatar,round_2
0.9566545,0.47374415,Avatar,round_2
2.700859,0.656772,Avatar,round_2
2.8043284,0.75580466,Avatar,round_2
0.3562834,0.09576599,Avatar,round_2
5.0240965,0.9785399,Avatar,round_2
2.138242,0.67661196,Avatar,round_2
1.7687517,0.7837869,Avatar,round_2
2.5149448,0.93249136,Avatar,round_2
2.7817156,0.91546285,Avatar,round_2
0.7671904,0.85627675,Avatar,round_2
4.5234075,0.923748,Avatar,round_2
1.4330162,0.9412419,Avatar,round_2
3.4897087,0.91981864,Avatar,round_2
2.6524575,0.87596357,Avatar,round_2
1.2510043,0.6197095,Avatar,round_2
2.991726,0.6913878,Avatar,round_2
3.419876,0.8453572,Avatar,round_2
2.6100788,0.97095704,Avatar,round_2
1.1161011,0.31785178,Avatar,round_2
1.1004277,0.40996903,Avatar,round_2
0.58309203,0.3729613,Avatar,round_2
0.35464147,0.28808755,Avatar,round_2
2.6132243,0.6593681,Avatar,round_2
2.4626172,0.59062666,Avatar,round_2
2.817642,0.9809289,Avatar,round_2
2.5146687,0.76328325,Avatar,round_2
2.1663423,0.82935953,Avatar,round_2
3.791002,0.8991572,Avatar,round_2
0.5812114,0.18212825,Avatar,round_2
3.2292862,0.9491674,Avatar,round_2
2.9521606,0.88527256,Avatar,round_2
1.9896919,0.9352871,Avatar,round_2
1.7038662,0.8745502,Avatar,round_2
0.81871355,0.28872842,Avatar,round_2
1.7754991,0.89943707,Avatar,round_2
2.7405303,0.6746335,Avatar,round_2
0.77160054,0.21245487,Avatar,round_2
0.7337254,0.2694747,Avatar,round_2
0.5750353,0.23916215,Avatar,round_2
0.30399185,0.13340218,Avatar,round_2
2.042924,0.95153487,Avatar,round_2
1.7031798,0.74334294,Avatar,round_2
3.0071905,0.87455,Avatar,round_2
2.1014335,0.8863225,Avatar,round_2
0.9023205,0.4210576,Avatar,round_2
2.8717647,0.7789252,Avatar,round_2
0.0713626,0.03742987,Avatar,round_2
1.2561965,0.82774615,Avatar,round_2
2.3613315,0.78897375,Avatar,round_2
0.4364743,0.114869736,Avatar,round_2
2.5809886,0.9601685,Avatar,round_2
2.2654035,0.8656639,Avatar,round_2
2.0666962,0.60936457,Avatar,round_2
3.6202784,0.97186035,Avatar,round_2
0.759188,0.22057676,Avatar,round_2
3.0134068,0.80775213,Avatar,round_2
1.5864738,0.40529698,Avatar,round_2
3.6117432,0.94558376,Avatar,round_2
2.411752,0.82445925,Avatar,round_2
2.9136953,0.72581136,Avatar,round_2
2.1681218,0.91822237,Avatar,round_2
0.8954796,0.33698714,Avatar,round_2
0.20685613,0.148716,Avatar,round_2
2.7843854,0.99206233,Avatar,round_2
2.2050514,0.91330606,Avatar,round_2
1.5448836,0.922037,Avatar,round_2
2.2649505,0.96391165,Avatar,round_2
2.9163322,0.8452912,Avatar,round_2
3.3156953,0.7286622,Avatar,round_2
2.5028198,0.5605812,Avatar,round_2
2.8921502,0.84918565,Avatar,round_2
0.7767694,0.3174511,Avatar,round_2
1.5558465,0.7297813,Avatar,round_2
1.7025056,0.6614471,Avatar,round_2
0.48710406,0.15211971,Avatar,round_2
0.40960714,0.5225795,Avatar,round_2
3.1708539,0.7495989,Avatar,round_2
2.378869,0.89095515,Avatar,round_2
0.71598613,0.51846147,Avatar,round_2
3.5523145,0.88325197,Avatar,round_2
0.90415347,0.36430645,Avatar,round_2
1.6908253,0.64421606,Avatar,round_2
0.35569134,0.36415657,Avatar,round_2
0.68916535,0.30421782,Avatar,round_2
1.550307,0.603919,Avatar,round_2
2.138391,0.8559417,Avatar,round_2
1.0361177,0.6476347,Avatar,round_2
2.474425,0.9602425,Avatar,round_2
0.9436323,0.3094199,Avatar,round_2
2.5086524,0.92102444,Avatar,round_2
3.115394,0.951556,Avatar,round_2
1.7363863,0.63420445,Avatar,round_2
2.3194542,0.9765723,Avatar,round_2
2.3321195,0.7606559,Avatar,round_2
2.6076882,0.8562098,Avatar,round_2
0.26112777,0.1171246,Avatar,round_2
1.654509,0.62249666,Avatar,round_2
0.5341645,0.3020741,Avatar,round_2
2.8855808,0.93006295,Avatar,round_2
2.7284408,0.76531315,Avatar,round_2
1.0371562,0.9806399,Avatar,round_2
0.60762596,0.20329085,Avatar,round_2
0.85404956,0.29621664,Avatar,round_2
2.37632,0.9108113,Avatar,round_2
2.7959132,0.97024405,Avatar,round_2
2.56836,0.9614443,Avatar,round_2
3.574951,0.79090065,Avatar,round_2
1.9953358,0.7725893,Avatar,round_2
0.64204955,0.3714378,Avatar,round_2
3.5127885,0.8931425,Avatar,round_2
1.1539598,0.84602356,Avatar,round_2
0.3167286,0.3689965,Avatar,round_2
1.9237429,0.8054896,Avatar,round_2
1.2452792,0.6793375,Avatar,round_2
3.3561168,0.95693284,Avatar,round_2
1.1898162,0.73571515,Avatar,round_2
0.5560235,0.4070301,Avatar,round_2
0.8587267,0.570715,Avatar,round_2
1.6766016,0.95496327,Avatar,round_2
1.4907757,0.96479875,Avatar,round_2
0.4562209,0.2095129,Avatar,round_2
0.43151245,0.14351566,Avatar,round_2
0.22108305,0.2346599,Avatar,round_2
3.2720237,0.88664085,Avatar,round_2
2.7922783,0.8610515,Avatar,round_2
2.439178,0.9234287,Avatar,round_2
0.45387363,0.26212925,Avatar,round_2
1.5082147,0.746353,Avatar,round_2
0.87916446,0.60955983,Avatar,round_2
2.8363638,0.92504734,Avatar,round_2
2.9938362,0.8868608,Avatar,round_2
2.373317,0.8179616,Avatar,round_2
2.1910684,0.7997683,Avatar,round_2
2.5786142,0.9904636,Avatar,round_2
2.3846002,0.75765234,Avatar,round_2
0.51005363,0.27656415,Avatar,round_2
2.5967023,0.9335781,Avatar,round_2
2.7993255,0.99624217,Avatar,round_2
1.1168187,0.6914482,Avatar,round_2
1.3402238,0.7878841,Avatar,round_2
1.9436367,0.9152777,Avatar,round_2
0.2565443,0.10274139,Avatar,round_2
2.8573792,0.9432652,Avatar,round_2
2.8270383,0.9790671,Avatar,round_2
0.17540106,0.0795729,Avatar,round_2
2.3546329,0.80961543,Avatar,round_2
0.31412542,0.2502768,Avatar,round_2
2.381473,0.8662093,Avatar,round_2
1.4493543,0.4333451,Avatar,round_2
3.0713053,0.99091417,Avatar,round_2
2.755352,0.95723027,Avatar,round_2
2.1676652,0.849033,Avatar,round_2
2.2508254,0.9916624,Avatar,round_2
2.6325061,0.9647263,Avatar,round_2
2.3392584,0.95481664,Avatar,round_2
2.2594035,0.8263802,Avatar,round_2
3.3532796,0.8958624,Avatar,round_2
1.7412791,0.6376676,Avatar,round_2
3.1360333,0.9072629,Avatar,round_2
1.1319433,0.6190707,Avatar,round_2
2.277683,0.8212035,Avatar,round_2
1.0094048,0.26158848,Avatar,round_2
1.2953254,0.38754016,Avatar,round_2
3.0213506,0.9327039,Avatar,round_2
0.8873445,0.5396867,Avatar,round_2
0.44229117,0.16837433,Avatar,round_2
1.9487358,0.84324837,Avatar,round_2
2.722266,0.95599526,Avatar,round_2
1.7726812,0.96647215,Avatar,round_2
2.7127395,0.85974884,Avatar,round_2
0.7128585,0.68618906,Avatar,round_2
1.8234124,0.85545427,Avatar,round_2
0.54802126,0.22092277,Avatar,round_2
0.7250041,0.3843304,Avatar,round_2
1.6639984,0.56034964,Avatar,round_2
2.2372277,0.92580706,Avatar,round_2
0.56555367,0.19798376,Avatar,round_2
2.2416081,0.7677752,Avatar,round_2
1.2703431,0.9358455,Avatar,round_2
2.0510454,0.7251762,Avatar,round_2
0.6865505,0.2766236,Avatar,round_2
0.315537,0.09587755,Avatar,round_2
1.0031098,0.73301536,Avatar,round_2
0.3413222,0.071279705,Avatar,round_2
2.2990546,0.938936,Avatar,round_2
0.31008896,0.2523699,Avatar,round_2
3.0187998,0.97856075,Avatar,round_2
0.19517574,0.047512144,Avatar,round_2
4.385027,0.804369,Avatar,round_2
0.859588,0.5293375,Avatar,round_2
1.2497498,0.98999256,Avatar,round_2
1.9913908,0.8061198,Avatar,round_2
1.7006762,0.6972352,Avatar,round_2
1.0832064,0.7220238,Avatar,round_2
0.8155577,0.43150064,Avatar,round_2
0.3159055,0.22622326,Avatar,round_2
0.548981,0.23665707,Avatar,round_2
0.9254062,0.7037387,Avatar,round_2
3.1414342,0.9602528,Avatar,round_2
3.3114986,0.91749334,Avatar,round_2
2.4578578,0.9366486,Avatar,round_2
0.7788317,0.34787413,Avatar,round_2
2.3706787,0.98313814,Avatar,round_2
2.9079506,0.96563596,Avatar,round_2
0.36952278,0.20490006,Avatar,round_2
2.2979684,0.7472897,Avatar,round_2
0.76995003,0.19251548,Avatar,round_2
0.2718635,0.094017394,Avatar,round_2
2.773307,0.97211313,Avatar,round_2
3.1972942,0.9095171,Avatar,round_2
3.0514164,0.71294135,Avatar,round_2
2.1362433,0.7865238,Avatar,round_2
2.35932,0.99952394,Avatar,round_2
1.7342188,0.7649181,Avatar,round_2
1.6938014,0.71967375,Avatar,round_2
1.4096963,0.7258814,Avatar,round_2
1.1538308,0.7527993,Avatar,round_2
2.1999836,0.8698139,Avatar,round_2
0.99940664,0.5789845,Avatar,round_2
0.65402865,0.43621215,Avatar,round_2
0.4717555,0.49306884,Avatar,round_2
0.7400965,0.66511863,Avatar,round_2
1.5468245,0.9459862,Avatar,round_2
2.5362966,0.9579412,Avatar,round_2
0.75825286,0.3675504,Avatar,round_2
3.975723,0.98306495,Avatar,round_2
2.02651,0.9951851,Avatar,round_2
3.3220487,0.9982491,Avatar,round_2
3.188124,0.8852067,Avatar,round_2
2.9706917,0.8973724,Avatar,round_2
1.1844008,0.79474485,Avatar,round_2
1.6128923,0.69487417,Avatar,round_2
1.09497,0.50164604,Avatar,round_2
3.5262332,0.9334234,Avatar,round_2
3.7374785,0.9272813,Avatar,round_2
2.4846468,0.85170484,Avatar,round_2
2.3289733,0.9521471,Avatar,round_2
0.38789082,0.14810377,Avatar,round_2
0.5379007,0.20590459,Avatar,round_2
2.66099,0.72174674,Avatar,round_2
2.6478407,0.9352003,Avatar,round_2
1.0667657,0.6822111,Avatar,round_2
0.7951354,0.33123383,Avatar,round_2
2.713198,0.9735606,Avatar,round_2
0.31446525,0.29345635,Avatar,round_2
2.8651385,0.77335835,Avatar,round_2
2.689473,0.86295384,Avatar,round_2
0.2937652,0.37013367,Avatar,round_2
0.83059955,0.72363305,Avatar,round_2
1.8830587,0.9602425,Avatar,round_2
2.7869074,0.9709199,Avatar,round_2
1.9594566,0.85925263,Avatar,round_2
2.377347,0.82455415,Avatar,round_2
0.9100976,0.3700247,Avatar,round_2
3.0158186,0.86138445,Avatar,round_2
3.3364315,0.9573109,Avatar,round_2
0.599393,0.16850773,Avatar,round_2
1.7325001,0.99413216,Avatar,round_2
0.57142174,0.21529636,Avatar,round_2
1.6975218,0.5139522,Avatar,round_2
2.8811295,0.9902346,Avatar,round_2
0.8852247,0.38478115,Avatar,round_2
1.0192375,0.58475655,Avatar,round_2
4.2158113,0.8993341,Avatar,round_2
1.6456512,0.53170043,Avatar,round_2
1.3315185,0.4017017,Avatar,round_2
0.9692598,0.5545742,Avatar,round_2
4.060308,0.91295356,Avatar,round_2
1.6364425,0.69638026,Avatar,round_2
1.7011775,0.809419,Avatar,round_2
2.5660882,0.8296742,Avatar,round_2
0.8584845,0.67694944,Avatar,round_2
0.58880806,0.31265357,Avatar,round_2
3.3461022,0.8033194,Avatar,round_2
0.3711143,0.22267193,Avatar,round_2
2.7433763,0.97431713,Avatar,round_2
1.0045654,0.2569397,Avatar,round_2
4.031846,0.78661025,Avatar,round_2
0.8089074,0.32854754,Avatar,round_2
1.2668858,0.35627657,Avatar,round_2
0.88824683,0.5707029,Avatar,round_2
1.1049372,0.4826764,Avatar,round_2
0.8941303,0.5843902,Avatar,round_2
1.0728471,0.76679724,Avatar,round_2
2.8551133,0.9160854,Avatar,round_2
1.1408925,0.56155413,Avatar,round_2
1.6902635,0.8140473,Avatar,round_2
2.513879,0.7357249,Avatar,round_2
3.7309165,0.90694577,Avatar,round_2
0.81328017,0.47243842,Avatar,round_2
1.868841,0.99761975,Avatar,round_2
0.524515,0.15657346,Avatar,round_2
1.9189153,0.4949366,Avatar,round_2
1.6291673,0.8626446,Avatar,round_2
4.2381253,0.9971398,Avatar,round_2
1.5696771,0.61410725,Avatar,round_2
1.4325643,0.8144575,Avatar,round_2
0.84037614,0.49358672,Avatar,round_2
1.9106475,0.8661945,Avatar,round_2
2.9513025,0.8736539,Avatar,round_2
3.4983265,0.81535554,Avatar,round_2
2.9790432,0.7831673,Avatar,round_2
3.6455119,0.96754,Avatar,round_2
0.46113193,0.36978954,Avatar,round_2
3.606527,0.9758397,Avatar,round_2
2.0047731,0.93028617,Avatar,round_2
3.3417492,0.9766609,Avatar,round_2
2.2497456,0.467335,Avatar,round_2
4.206081,0.9874,Avatar,round_2
3.6849635,0.9410823,Avatar,round_2
1.3702971,0.7979366,Avatar,round_2
2.092539,0.91932255,Avatar,round_2
2.4381127,0.88820416,Avatar,round_2
3.5197773,0.9054673,Avatar,round_2
1.5982698,0.9565464,Avatar,round_2
2.2608104,0.77540505,Avatar,round_2
1.1757456,0.39852807,Avatar,round_2
0.28740153,0.12289909,Avatar,round_2
0.9036808,0.38916373,Avatar,round_2
3.9348059,0.9431699,Avatar,round_2
0.5446733,0.19825332,Avatar,round_2
3.2746832,0.8897034,Avatar,round_2
0.9733267,0.68610954,Avatar,round_2
1.0869671,0.96402127,Avatar,round_2
2.9106944,0.75380653,Avatar,round_2
0.8067423,0.2635789,Avatar,round_2
2.9447737,0.91731805,Avatar,round_2
0.42685947,0.102143764,Avatar,round_2
1.9659889,0.6001402,Avatar,round_2
2.295735,0.8178155,Avatar,round_2
1.3735788,0.7538586,Avatar,round_2
0.63202834,0.13179792,Avatar,round_2
3.0947325,0.85494936,Avatar,round_2
4.378129,0.92057115,Avatar,round_2
3.8124204,0.9085047,Avatar,round_2
5.371758,0.9986776,Avatar,round_2
3.1655457,0.81129944,Avatar,round_2
2.2805827,0.990462,Avatar,round_2
0.20864642,0.07295187,Avatar,round_2
0.52733654,0.27451098,Avatar,round_2
2.47204,0.7517967,Avatar,round_2
2.837226,0.8356403,Avatar,round_2
3.7450926,0.9801141,Avatar,round_2
1.8244038,0.9705699,Avatar,round_2
0.1946865,0.054012053,Avatar,round_2
1.8803208,0.7557018,Avatar,round_2
2.3849096,0.88511443,Avatar,round_2
2.1808825,0.94261694,Avatar,round_2
1.0861377,0.29277873,Avatar,round_2
2.896076,0.8940855,Avatar,round_2
1.666082,0.9827985,Avatar,round_2
1.6731876,0.9886679,Avatar,round_2
3.0180988,0.9017336,Avatar,round_2
2.4908276,0.9945941,Avatar,round_2
0.40022862,0.12414203,Avatar,round_2
2.6859672,0.9161036,Avatar,round_2
1.470676,0.591096,Avatar,round_2
0.22731891,0.112655155,Avatar,round_2
4.8215857,0.87595904,Avatar,round_2
1.5389497,0.6766006,Avatar,round_2
2.52802,0.8813061,Avatar,round_2
1.4090332,0.8980327,Avatar,round_2
2.3051932,0.9458387,Avatar,round_2
2.8634818,0.842756,Avatar,round_2
2.4497273,0.8839193,Avatar,round_2
2.1464248,0.69382036,Avatar,round_2
0.44599086,0.19211833,Avatar,round_2
0.66046244,0.7476552,Avatar,round_2
