,0,perf,type
569,0.9950324431522807,auc,Original
570,0.9463414634146341,acc,Synthpop
571,97.27272727272728,sens,Synthpop
572,91.57894736842105,spec,Synthpop
573,93.04347826086956,ppv,Synthpop
574,96.66666666666667,npv,Synthpop
575,0.998726414170112,auc,Synthpop
576,0.975609756097561,acc,Original
577,98.48484848484848,sens,Original
578,95.8904109589041,spec,Original
579,97.74436090225564,ppv,Original
580,97.22222222222221,npv,Original
581,0.9930492712324547,auc,Original
582,0.9658536585365853,acc,Synthpop
583,97.70992366412213,sens,Synthpop
584,94.5945945945946,spec,Synthpop
585,96.96969696969697,ppv,Synthpop
586,95.8904109589041,npv,Synthpop
587,0.9959082397003745,auc,Synthpop
588,0.9658536585365853,acc,Original
589,99.21875,sens,Original
590,92.20779220779221,spec,Original
591,95.48872180451127,ppv,Original
592,98.61111111111111,npv,Original
593,0.9947051235150277,auc,Original
594,0.9902439024390244,acc,Synthpop
595,100.0,sens,Synthpop
596,97.53086419753086,spec,Synthpop
597,98.4126984126984,ppv,Synthpop
598,100.0,npv,Synthpop
599,0.9893790849673203,auc,Synthpop
600,0.9463414634146341,acc,Original
601,96.21212121212122,sens,Original
602,91.78082191780823,spec,Original
603,95.48872180451127,ppv,Original
604,93.05555555555556,npv,Original
605,0.9923368696690221,auc,Original
606,0.9219512195121952,acc,Synthpop
607,92.5925925925926,sens,Synthpop
608,91.42857142857143,spec,Synthpop
609,95.41984732824427,ppv,Synthpop
610,86.48648648648648,npv,Synthpop
611,0.9846368977232202,auc,Synthpop
612,0.9512195121951219,acc,Original
613,96.2406015037594,sens,Original
614,93.05555555555556,spec,Original
615,96.2406015037594,ppv,Original
616,93.05555555555556,npv,Original
617,0.9955908119452413,auc,Original
618,0.9609756097560975,acc,Synthpop
619,96.5034965034965,sens,Synthpop
620,95.16129032258065,spec,Synthpop
621,97.87234042553192,ppv,Synthpop
622,92.1875,npv,Synthpop
623,0.9879816968961905,auc,Synthpop
624,0.9658536585365853,acc,Original
625,99.21875,sens,Original
626,92.20779220779221,spec,Original
627,95.48872180451127,ppv,Original
628,98.61111111111111,npv,Original
629,0.9959951479677301,auc,Original
630,0.9365853658536586,acc,Synthpop
631,96.0,sens,Synthpop
632,90.0,spec,Synthpop
633,93.75,ppv,Synthpop
634,93.5064935064935,npv,Synthpop
635,0.9993477767695099,auc,Synthpop
636,0.9804878048780488,acc,Original
637,99.23664122137404,sens,Original
638,95.94594594594594,spec,Original
639,97.74436090225564,ppv,Original
640,98.61111111111111,npv,Original
641,0.9912008779867917,auc,Original
642,0.9463414634146341,acc,Synthpop
643,96.55172413793103,sens,Synthpop
644,92.13483146067416,spec,Synthpop
